Destination Port,Flow Duration,Packet Length Mean,Flow Bytes/s,Total Fwd Packets,Label
80,20997122,5.5,0.52388132,2,DoS Slowhttptest
80,20997132,6.5,0.619132175,2,DoS Slowhttptest
80,20997031,2.5,0.238128905,2,DoS Slowhttptest
80,20997033,7.0,0.66676087,2,DoS Slowhttptest
80,20997060,4.0,0.381005722,2,DoS Slowhttptest
80,20996988,7.5,0.714388178,2,DoS Slowhttptest
80,20997048,3.5,0.333380197,2,DoS Slowhttptest
80,20996990,6.0,0.571510488,2,DoS Slowhttptest
80,20997013,4.0,0.381006575,2,DoS Slowhttptest
80,20997003,7.0,0.666761823,2,DoS Slowhttptest
80,20996999,6.5,0.619136097,2,DoS Slowhttptest
80,20996999,5.5,0.523884389,2,DoS Slowhttptest
80,20996945,2.5,0.23812988,2,DoS Slowhttptest
80,20996911,4.0,0.381008425,2,DoS Slowhttptest
80,20996896,7.0,0.666765221,2,DoS Slowhttptest
80,20996891,4.0,0.381008788,2,DoS Slowhttptest
80,20996909,7.5,0.714390866,2,DoS Slowhttptest
80,20996895,5.5,0.523886984,2,DoS Slowhttptest
80,20996880,2.5,0.238130618,2,DoS Slowhttptest
80,20996879,7.5,0.714391887,2,DoS Slowhttptest
80,20996902,3.5,0.333382515,2,DoS Slowhttptest
80,20996819,3.0,0.285757571,2,DoS Slowhttptest
80,20996825,2.0,0.190504993,2,DoS Slowhttptest
80,20996831,9.0,0.857272224,2,DoS Slowhttptest
80,20996818,6.5,0.619141434,2,DoS Slowhttptest
80,20996817,3.0,0.285757598,2,DoS Slowhttptest
80,20996820,5.5,0.523888856,2,DoS Slowhttptest
80,20996817,5.5,0.52388893,2,DoS Slowhttptest
80,20996764,7.5,0.714395799,2,DoS Slowhttptest
80,20996785,9.5,0.904900441,2,DoS Slowhttptest
80,20996757,5.0,0.476264025,2,DoS Slowhttptest
80,20996730,7.5,0.714396956,2,DoS Slowhttptest
80,20996738,2.0,0.190505782,2,DoS Slowhttptest
80,20996776,4.5,0.428637235,2,DoS Slowhttptest
80,20996728,4.5,0.428638214,2,DoS Slowhttptest
80,20996724,8.5,0.809650115,2,DoS Slowhttptest
80,20996695,6.5,0.619145061,2,DoS Slowhttptest
80,20996674,5.5,0.523892498,2,DoS Slowhttptest
80,20996658,10.0,0.952532541,2,DoS Slowhttptest
80,20996661,7.5,0.714399304,2,DoS Slowhttptest
80,20996571,5.5,0.523895068,2,DoS Slowhttptest
80,20996609,7.5,0.714401073,2,DoS Slowhttptest
80,20996579,8.5,0.809655706,2,DoS Slowhttptest
80,20996656,8.5,0.809652737,2,DoS Slowhttptest
80,20996580,4.0,0.381014432,2,DoS Slowhttptest
80,20996536,6.5,0.619149749,2,DoS Slowhttptest
80,20996675,5.0,0.476265885,2,DoS Slowhttptest
80,20996639,2.5,0.238133351,2,DoS Slowhttptest
80,20996566,3.5,0.33338785,2,DoS Slowhttptest
80,20996558,3.5,0.333387977,2,DoS Slowhttptest
80,13072045,356.0,54.46737676,2,DoS Slowhttptest
80,2999891,178.0,593.3548919,8,DoS Slowhttptest
80,3267996,356.0,217.8705237,2,DoS Slowhttptest
80,13071826,356.0,54.46828928,2,DoS Slowhttptest
80,2999895,178.0,593.3541007,8,DoS Slowhttptest
80,3275797,356.0,217.3516857,2,DoS Slowhttptest
80,13087853,356.0,54.40158902,2,DoS Slowhttptest
80,2999762,178.0,593.3804082,8,DoS Slowhttptest
80,3267962,356.0,217.8727904,2,DoS Slowhttptest
80,13087876,356.0,54.40149341,2,DoS Slowhttptest
80,18111394,387.75,428.183496,14,DoS Slowhttptest
80,2999803,178.0,593.3722981,8,DoS Slowhttptest
80,3275806,356.0,217.3510886,2,DoS Slowhttptest
80,13103641,356.0,54.33604294,2,DoS Slowhttptest
80,2999928,178.0,593.3475737,8,DoS Slowhttptest
80,3268135,356.0,217.8612573,2,DoS Slowhttptest
80,13103875,356.0,54.33507264,2,DoS Slowhttptest
80,2999867,178.0,593.3596389,8,DoS Slowhttptest
80,3275965,356.0,217.3405394,2,DoS Slowhttptest
80,13087694,356.0,54.40224993,2,DoS Slowhttptest
80,999984,158.2222222,1424.022784,7,DoS Slowhttptest
80,3267996,356.0,217.8705237,2,DoS Slowhttptest
80,96065,535.2,24150.31489,1,DoS Slowhttptest
80,3202,669.0,724547.158,1,DoS Slowhttptest
80,2891,669.0,802490.4877,1,DoS Slowhttptest
80,2908,669.0,797799.1747,1,DoS Slowhttptest
80,75,0.0,0.0,1,DoS Slowhttptest
80,7618859,355.3076923,606.2587587,7,DoS Slowhttptest
80,10712,257.7777778,216579.537,5,DoS Slowhttptest
80,109993509,67.25,4.891197716,4,DoS Slowhttptest
80,109998862,66.75,4.854595678,4,DoS Slowhttptest
80,109983046,65.75,4.782555304,4,DoS Slowhttptest
80,109988247,67.25,4.891431718,4,DoS Slowhttptest
80,109972645,66.5,4.837566651,4,DoS Slowhttptest
80,109977856,66.375,4.828244697,4,DoS Slowhttptest
80,109967391,65.75,4.78323615,4,DoS Slowhttptest
80,109962212,66.625,4.847119663,4,DoS Slowhttptest
80,109957004,66.5,4.838254778,4,DoS Slowhttptest
80,109951804,66.25,4.820293808,4,DoS Slowhttptest
80,109941420,66.0,4.80255758,4,DoS Slowhttptest
80,109946586,66.375,4.829617902,4,DoS Slowhttptest
80,109936162,65.5,4.766402524,4,DoS Slowhttptest
80,109931171,66.0,4.803005328,4,DoS Slowhttptest
80,109925815,66.5,4.839627525,4,DoS Slowhttptest
80,109920586,67.375,4.903540088,4,DoS Slowhttptest
80,109915380,66.5,4.840086983,4,DoS Slowhttptest
80,109910196,67.0,4.876708618,4,DoS Slowhttptest
80,109905025,66.375,4.83144424,4,DoS Slowhttptest
80,109894630,67.125,4.886499004,4,DoS Slowhttptest
80,109899806,66.5,4.840772876,4,DoS Slowhttptest
80,109889418,66.0,4.804830252,4,DoS Slowhttptest
80,109884182,66.75,4.859662149,4,DoS Slowhttptest
80,74,0.0,0.0,1,DoS Slowhttptest
80,83404259,247.6190476,62.34693602,18,DoS Slowhttptest
80,83428003,247.6190476,62.32919179,18,DoS Slowhttptest
80,115457531,236.3636364,45.03820543,19,DoS Slowhttptest
80,115462717,236.3636364,45.03618255,19,DoS Slowhttptest
80,109878940,65.625,4.777985663,4,DoS Slowhttptest
80,109873921,66.0,4.805507942,4,DoS Slowhttptest
80,109868748,66.625,4.851243049,4,DoS Slowhttptest
80,109858126,66.25,4.824404159,4,DoS Slowhttptest
80,109863341,65.875,4.796868502,4,DoS Slowhttptest
80,109853010,66.375,4.833731911,4,DoS Slowhttptest
80,109842566,67.125,4.888815143,4,DoS Slowhttptest
80,109837379,65.625,4.779793589,4,DoS Slowhttptest
80,109832191,66.375,4.834648159,4,DoS Slowhttptest
80,109826972,66.0,4.807562208,4,DoS Slowhttptest
80,109816716,65.5,4.771586868,4,DoS Slowhttptest
80,109821749,66.625,4.853319173,4,DoS Slowhttptest
80,109847782,65.625,4.779340925,4,DoS Slowhttptest
80,109806136,66.625,4.854009251,4,DoS Slowhttptest
80,109800956,66.125,4.81780869,4,DoS Slowhttptest
80,109811345,67.0,4.881098579,4,DoS Slowhttptest
80,109795753,66.5,4.845360458,4,DoS Slowhttptest
80,109790585,67.375,4.90934628,4,DoS Slowhttptest
80,109780159,66.375,4.836939615,4,DoS Slowhttptest
80,109785374,65.75,4.791166444,4,DoS Slowhttptest
80,109774934,67.0,4.882717579,4,DoS Slowhttptest
80,109769865,66.0,4.810063308,4,DoS Slowhttptest
80,109764756,66.25,4.828507978,4,DoS Slowhttptest
80,109759332,66.125,4.819635746,4,DoS Slowhttptest
80,109754169,66.25,4.82897374,4,DoS Slowhttptest
80,109748961,66.5,4.8474263,4,DoS Slowhttptest
80,109743789,66.125,4.820318351,4,DoS Slowhttptest
80,109738575,66.25,4.829659944,4,DoS Slowhttptest
80,109733370,66.125,4.820776032,4,DoS Slowhttptest
80,109728139,66.875,4.875686445,4,DoS Slowhttptest
80,109722998,66.625,4.857687173,4,DoS Slowhttptest
80,109717821,65.875,4.803230644,4,DoS Slowhttptest
80,109712629,65.875,4.80345795,4,DoS Slowhttptest
80,109707399,66.875,4.876608186,4,DoS Slowhttptest
80,109702255,66.125,4.822143355,4,DoS Slowhttptest
80,109697031,65.875,4.804140962,4,DoS Slowhttptest
80,109691984,67.375,4.913759241,4,DoS Slowhttptest
80,109686835,66.5,4.850171855,4,DoS Slowhttptest
80,109681628,66.625,4.859519408,4,DoS Slowhttptest
80,109676217,66.0,4.814170423,4,DoS Slowhttptest
80,109671038,66.0,4.814397763,4,DoS Slowhttptest
80,109665848,66.25,4.832862825,4,DoS Slowhttptest
80,109660668,67.125,4.896924392,4,DoS Slowhttptest
80,109655593,67.125,4.897151028,4,DoS Slowhttptest
80,109650292,66.5,4.851788265,4,DoS Slowhttptest
80,109639917,66.75,4.870488911,4,DoS Slowhttptest
80,109645118,66.0,4.815535882,4,DoS Slowhttptest
80,109634718,66.375,4.843356281,4,DoS Slowhttptest
80,109629518,66.0,4.81622112,4,DoS Slowhttptest
80,109624284,65.625,4.789084871,4,DoS Slowhttptest
80,109619082,66.25,4.834924635,4,DoS Slowhttptest
80,109613927,66.125,4.826029087,4,DoS Slowhttptest
80,109608736,66.875,4.880997807,4,DoS Slowhttptest
80,109603530,65.875,4.808239297,4,DoS Slowhttptest
80,109598319,66.5,4.854089049,4,DoS Slowhttptest
80,109593163,67.125,4.899940702,4,DoS Slowhttptest
80,109587924,66.875,4.881924764,4,DoS Slowhttptest
80,109582753,67.25,4.909531703,4,DoS Slowhttptest
80,109567282,66.5,4.855464061,4,DoS Slowhttptest
80,109577553,65.875,4.809379162,4,DoS Slowhttptest
80,109572544,66.5,4.855230887,4,DoS Slowhttptest
80,109561947,66.5,4.855700492,4,DoS Slowhttptest
80,109556727,66.5,4.85593185,4,DoS Slowhttptest
80,109551594,65.75,4.801390658,4,DoS Slowhttptest
80,109546360,66.375,4.847262839,4,DoS Slowhttptest
80,109541165,66.25,4.838363733,4,DoS Slowhttptest
80,109535985,66.25,4.838592541,4,DoS Slowhttptest
80,109530760,66.25,4.838823359,4,DoS Slowhttptest
80,109525551,66.875,4.88470494,4,DoS Slowhttptest
80,109520386,66.125,4.830150982,4,DoS Slowhttptest
80,109515225,66.5,4.857772059,4,DoS Slowhttptest
80,109510208,66.5,4.857994608,4,DoS Slowhttptest
80,109505008,65.5,4.785169277,4,DoS Slowhttptest
80,109499835,66.875,4.885852111,4,DoS Slowhttptest
80,109494437,66.875,4.88609298,4,DoS Slowhttptest
80,109489219,65.5,4.785859327,4,DoS Slowhttptest
80,109484239,65.875,4.813478221,4,DoS Slowhttptest
80,109478867,67.125,4.905056242,4,DoS Slowhttptest
80,109473698,66.125,4.83221093,4,DoS Slowhttptest
80,109468479,66.125,4.832441309,4,DoS Slowhttptest
80,109463294,66.25,4.841805692,4,DoS Slowhttptest
80,109458091,66.625,4.869443594,4,DoS Slowhttptest
80,109447698,66.0,4.824222068,4,DoS Slowhttptest
80,109442511,66.75,4.879274014,4,DoS Slowhttptest
80,109437505,66.375,4.852084301,4,DoS Slowhttptest
80,109432118,66.625,4.870599324,4,DoS Slowhttptest
80,109427113,66.125,4.834268085,4,DoS Slowhttptest
80,109416590,66.5,4.86215116,4,DoS Slowhttptest
80,109452865,65.75,4.805721623,4,DoS Slowhttptest
80,109421680,66.875,4.889341856,4,DoS Slowhttptest
80,109411346,66.5,4.862384199,4,DoS Slowhttptest
80,109406129,67.25,4.917457595,4,DoS Slowhttptest
80,109400966,66.375,4.853704857,4,DoS Slowhttptest
80,109395684,66.75,4.881362596,4,DoS Slowhttptest
80,109390511,66.25,4.845027189,4,DoS Slowhttptest
80,109385348,66.75,4.881823844,4,DoS Slowhttptest
80,109380145,66.875,4.891198489,4,DoS Slowhttptest
80,109374954,66.375,4.854859185,4,DoS Slowhttptest
80,109369770,66.25,4.845946005,4,DoS Slowhttptest
80,109364563,65.75,4.809601809,4,DoS Slowhttptest
80,109354162,66.5,4.86492686,4,DoS Slowhttptest
80,109359582,65.5,4.791532579,4,DoS Slowhttptest
80,109348973,65.75,4.810287519,4,DoS Slowhttptest
80,109343764,65.5,4.792225737,4,DoS Slowhttptest
80,109338571,65.5,4.792453342,4,DoS Slowhttptest
80,109333417,66.625,4.874996269,4,DoS Slowhttptest
80,109328363,66.125,4.8386346,4,DoS Slowhttptest
80,109318006,66.625,4.875683517,4,DoS Slowhttptest
80,109323181,66.375,4.857158337,4,DoS Slowhttptest
80,109307500,66.125,4.839558127,4,DoS Slowhttptest
80,109312620,65.875,4.821035302,4,DoS Slowhttptest
80,109302285,65.875,4.821491152,4,DoS Slowhttptest
80,109297109,66.25,4.849167602,4,DoS Slowhttptest
80,109291932,66.125,4.840247494,4,DoS Slowhttptest
80,109286731,66.875,4.895379294,4,DoS Slowhttptest
80,109276351,66.25,4.850088744,4,DoS Slowhttptest
80,109281533,66.5,4.868160113,4,DoS Slowhttptest
80,109260696,47.90909091,4.823326405,7,DoS Slowhttptest
80,109255475,48.45454545,4.878474054,7,DoS Slowhttptest
80,109250484,48.90909091,4.924463309,7,DoS Slowhttptest
80,109245139,48.18181818,4.851474444,7,DoS Slowhttptest
80,109239966,48.09090909,4.842550024,7,DoS Slowhttptest
80,109219193,48.27272727,4.861782855,7,DoS Slowhttptest
80,109234792,48.27272727,4.861088581,7,DoS Slowhttptest
80,109214006,48.09090909,4.843701091,7,DoS Slowhttptest
80,109208828,48.0,4.83477398,7,DoS Slowhttptest
80,109203572,49.09090909,4.944893195,7,DoS Slowhttptest
80,109198166,48.72727273,4.908507346,7,DoS Slowhttptest
80,104682393,318.1111111,54.69878779,14,DoS Slowhttptest
80,104677196,318.1111111,54.70150347,14,DoS Slowhttptest
80,111680675,272.6666667,51.27118009,17,DoS Slowhttptest
80,111675507,272.6666667,51.27355276,17,DoS Slowhttptest
80,111644052,272.6666667,51.28799876,17,DoS Slowhttptest
80,119702501,260.2727273,47.83525784,18,DoS Slowhttptest
80,119697248,260.2727273,47.83735713,18,DoS Slowhttptest
80,63100802,0.0,0.0,7,DoS Slowhttptest
80,63090371,0.0,0.0,7,DoS Slowhttptest
80,63085210,0.0,0.0,7,DoS Slowhttptest
80,63095538,0.0,0.0,7,DoS Slowhttptest
80,63080004,0.0,0.0,7,DoS Slowhttptest
80,63139024,0.0,0.0,7,DoS Slowhttptest
80,63133625,0.0,0.0,7,DoS Slowhttptest
80,63128644,0.0,0.0,7,DoS Slowhttptest
80,63118142,0.0,0.0,7,DoS Slowhttptest
80,63123433,0.0,0.0,7,DoS Slowhttptest
80,63102596,0.0,0.0,7,DoS Slowhttptest
80,63112956,0.0,0.0,7,DoS Slowhttptest
80,63107765,0.0,0.0,7,DoS Slowhttptest
80,63161162,0.0,0.0,7,DoS Slowhttptest
80,63156012,0.0,0.0,7,DoS Slowhttptest
80,63150839,0.0,0.0,7,DoS Slowhttptest
80,63145630,0.0,0.0,7,DoS Slowhttptest
80,63129812,0.0,0.0,7,DoS Slowhttptest
80,63135320,0.0,0.0,7,DoS Slowhttptest
80,63124666,0.0,0.0,7,DoS Slowhttptest
80,63119375,0.0,0.0,7,DoS Slowhttptest
80,63114191,0.0,0.0,7,DoS Slowhttptest
80,63108958,0.0,0.0,7,DoS Slowhttptest
80,63103675,0.0,0.0,7,DoS Slowhttptest
80,63098521,0.0,0.0,7,DoS Slowhttptest
80,63093297,0.0,0.0,7,DoS Slowhttptest
80,63088118,0.0,0.0,7,DoS Slowhttptest
80,63141124,0.0,0.0,7,DoS Slowhttptest
80,63135989,0.0,0.0,7,DoS Slowhttptest
80,63082963,0.0,0.0,7,DoS Slowhttptest
80,63130777,0.0,0.0,7,DoS Slowhttptest
80,63120412,0.0,0.0,7,DoS Slowhttptest
80,63125576,0.0,0.0,7,DoS Slowhttptest
80,63115307,0.0,0.0,7,DoS Slowhttptest
80,63110086,0.0,0.0,7,DoS Slowhttptest
80,63158666,0.0,0.0,7,DoS Slowhttptest
80,63104915,0.0,0.0,7,DoS Slowhttptest
80,63099942,0.0,0.0,7,DoS Slowhttptest
80,63153515,0.0,0.0,7,DoS Slowhttptest
80,63142933,0.0,0.0,7,DoS Slowhttptest
80,63148173,0.0,0.0,7,DoS Slowhttptest
80,63137811,0.0,0.0,7,DoS Slowhttptest
80,63132629,0.0,0.0,7,DoS Slowhttptest
80,63122304,0.0,0.0,7,DoS Slowhttptest
80,63127409,0.0,0.0,7,DoS Slowhttptest
80,63116855,0.0,0.0,7,DoS Slowhttptest
80,63111554,0.0,0.0,7,DoS Slowhttptest
80,63106281,0.0,0.0,7,DoS Slowhttptest
80,63095807,0.0,0.0,7,DoS Slowhttptest
80,63101042,0.0,0.0,7,DoS Slowhttptest
80,63090540,0.0,0.0,7,DoS Slowhttptest
80,63085309,0.0,0.0,7,DoS Slowhttptest
80,83425139,247.6190476,62.33133157,18,DoS Slowhttptest
80,83426936,247.6190476,62.32998896,18,DoS Slowhttptest
80,115483569,236.3636364,45.0280507,19,DoS Slowhttptest
80,115478373,236.3636364,45.03007676,19,DoS Slowhttptest
80,108680417,66.375,4.885884823,4,DoS Slowhttptest
80,108675212,66.875,4.922925754,4,DoS Slowhttptest
80,108664808,59.22222222,4.904991872,5,DoS Slowhttptest
80,108659674,59.11111111,4.896020579,5,DoS Slowhttptest
80,108649190,53.7,4.942512687,6,DoS Slowhttptest
80,108633325,52.8,4.860386995,6,DoS Slowhttptest
80,108643911,53.2,4.896730936,6,DoS Slowhttptest
80,108627995,53.2,4.897448397,6,DoS Slowhttptest
80,108622717,53.1,4.888480188,6,DoS Slowhttptest
80,108617471,53.3,4.907129535,6,DoS Slowhttptest
80,108601781,52.8,4.861798721,6,DoS Slowhttptest
80,108591697,52.9,4.871459003,6,DoS Slowhttptest
80,108581174,53.6,4.936399011,6,DoS Slowhttptest
80,108586333,52.9,4.871699646,6,DoS Slowhttptest
80,108193334,48.72727273,4.954094492,7,DoS Slowhttptest
80,108188106,48.27272727,4.908118088,7,DoS Slowhttptest
80,108198473,48.45454545,4.926132368,7,DoS Slowhttptest
80,108182940,49.0,4.982301276,7,DoS Slowhttptest
80,108177754,48.72727273,4.954807991,7,DoS Slowhttptest
80,108172580,48.45454545,4.927311524,7,DoS Slowhttptest
80,108167412,48.09090909,4.890567226,7,DoS Slowhttptest
80,108162249,47.81818182,4.863064561,7,DoS Slowhttptest
80,108157071,48.72727273,4.955755505,7,DoS Slowhttptest
80,108151936,48.18181818,4.900513293,7,DoS Slowhttptest
80,108146725,47.72727273,4.854515937,7,DoS Slowhttptest
80,108141546,48.90909091,4.974961242,7,DoS Slowhttptest
80,108136382,48.54545455,4.938208493,7,DoS Slowhttptest
80,63080109,0.0,0.0,7,DoS Slowhttptest
80,63138459,0.0,0.0,7,DoS Slowhttptest
80,63128270,0.0,0.0,7,DoS Slowhttptest
80,63133504,0.0,0.0,7,DoS Slowhttptest
80,63122921,0.0,0.0,7,DoS Slowhttptest
80,63117782,0.0,0.0,7,DoS Slowhttptest
80,63112589,0.0,0.0,7,DoS Slowhttptest
80,63107608,0.0,0.0,7,DoS Slowhttptest
80,63102214,0.0,0.0,7,DoS Slowhttptest
80,63160821,0.0,0.0,7,DoS Slowhttptest
80,63155820,0.0,0.0,7,DoS Slowhttptest
80,63145476,0.0,0.0,7,DoS Slowhttptest
80,63150527,0.0,0.0,7,DoS Slowhttptest
80,63140400,0.0,0.0,7,DoS Slowhttptest
80,63135178,0.0,0.0,7,DoS Slowhttptest
80,63129803,0.0,0.0,7,DoS Slowhttptest
80,63124579,0.0,0.0,7,DoS Slowhttptest
80,63114093,0.0,0.0,7,DoS Slowhttptest
80,63119517,0.0,0.0,7,DoS Slowhttptest
80,63108965,0.0,0.0,7,DoS Slowhttptest
80,63103779,0.0,0.0,7,DoS Slowhttptest
80,63098528,0.0,0.0,7,DoS Slowhttptest
80,63093070,0.0,0.0,7,DoS Slowhttptest
80,63087780,0.0,0.0,7,DoS Slowhttptest
80,63082496,0.0,0.0,7,DoS Slowhttptest
80,63140775,0.0,0.0,7,DoS Slowhttptest
80,63135603,0.0,0.0,7,DoS Slowhttptest
80,63125208,0.0,0.0,7,DoS Slowhttptest
80,63130390,0.0,0.0,7,DoS Slowhttptest
80,63120051,0.0,0.0,7,DoS Slowhttptest
80,63114853,0.0,0.0,7,DoS Slowhttptest
80,63109780,0.0,0.0,7,DoS Slowhttptest
80,63157788,0.0,0.0,7,DoS Slowhttptest
80,63163011,0.0,0.0,7,DoS Slowhttptest
80,63104694,0.0,0.0,7,DoS Slowhttptest
80,63152648,0.0,0.0,7,DoS Slowhttptest
80,63147476,0.0,0.0,7,DoS Slowhttptest
80,63142349,0.0,0.0,7,DoS Slowhttptest
80,63137323,0.0,0.0,7,DoS Slowhttptest
80,104720988,318.1111111,54.67862851,14,DoS Slowhttptest
80,63089937,0.0,0.0,7,DoS Slowhttptest
80,63105730,0.0,0.0,7,DoS Slowhttptest
80,63127477,0.0,0.0,7,DoS Slowhttptest
80,63122460,0.0,0.0,7,DoS Slowhttptest
80,63111956,0.0,0.0,7,DoS Slowhttptest
80,63155246,0.0,0.0,7,DoS Slowhttptest
80,63150266,0.0,0.0,7,DoS Slowhttptest
80,63144923,0.0,0.0,7,DoS Slowhttptest
80,63139932,0.0,0.0,7,DoS Slowhttptest
80,63134629,0.0,0.0,7,DoS Slowhttptest
80,63124266,0.0,0.0,7,DoS Slowhttptest
80,63129432,0.0,0.0,7,DoS Slowhttptest
80,63119108,0.0,0.0,7,DoS Slowhttptest
80,63108794,0.0,0.0,7,DoS Slowhttptest
80,63113930,0.0,0.0,7,DoS Slowhttptest
80,63103607,0.0,0.0,7,DoS Slowhttptest
80,63098446,0.0,0.0,7,DoS Slowhttptest
80,63087834,0.0,0.0,7,DoS Slowhttptest
80,63093131,0.0,0.0,7,DoS Slowhttptest
80,63082403,0.0,0.0,7,DoS Slowhttptest
80,63140698,0.0,0.0,7,DoS Slowhttptest
80,63135560,0.0,0.0,7,DoS Slowhttptest
80,63130055,0.0,0.0,7,DoS Slowhttptest
80,63124892,0.0,0.0,7,DoS Slowhttptest
80,63119468,0.0,0.0,7,DoS Slowhttptest
80,63109126,0.0,0.0,7,DoS Slowhttptest
80,63114236,0.0,0.0,7,DoS Slowhttptest
80,63103941,0.0,0.0,7,DoS Slowhttptest
80,63162323,0.0,0.0,7,DoS Slowhttptest
80,63157161,0.0,0.0,7,DoS Slowhttptest
80,63152020,0.0,0.0,7,DoS Slowhttptest
80,63146813,0.0,0.0,7,DoS Slowhttptest
80,63136481,0.0,0.0,7,DoS Slowhttptest
80,63141644,0.0,0.0,7,DoS Slowhttptest
80,63121117,0.0,0.0,7,DoS Slowhttptest
80,63131503,0.0,0.0,7,DoS Slowhttptest
80,63126131,0.0,0.0,7,DoS Slowhttptest
80,63115876,0.0,0.0,7,DoS Slowhttptest
80,63110737,0.0,0.0,7,DoS Slowhttptest
80,63105541,0.0,0.0,7,DoS Slowhttptest
80,63100362,0.0,0.0,7,DoS Slowhttptest
80,63095200,0.0,0.0,7,DoS Slowhttptest
80,63085041,0.0,0.0,7,DoS Slowhttptest
80,63090249,0.0,0.0,7,DoS Slowhttptest
80,63143459,0.0,0.0,7,DoS Slowhttptest
80,63138101,0.0,0.0,7,DoS Slowhttptest
80,63132611,0.0,0.0,7,DoS Slowhttptest
80,63127360,0.0,0.0,7,DoS Slowhttptest
80,63116716,0.0,0.0,7,DoS Slowhttptest
80,63122367,0.0,0.0,7,DoS Slowhttptest
80,63106286,0.0,0.0,7,DoS Slowhttptest
80,63111437,0.0,0.0,7,DoS Slowhttptest
80,63159729,0.0,0.0,7,DoS Slowhttptest
80,63101165,0.0,0.0,7,DoS Slowhttptest
80,63154773,0.0,0.0,7,DoS Slowhttptest
80,63149335,0.0,0.0,7,DoS Slowhttptest
80,63144264,0.0,0.0,7,DoS Slowhttptest
80,63138938,0.0,0.0,7,DoS Slowhttptest
80,63133692,0.0,0.0,7,DoS Slowhttptest
80,63128331,0.0,0.0,7,DoS Slowhttptest
80,63123202,0.0,0.0,7,DoS Slowhttptest
80,63117754,0.0,0.0,7,DoS Slowhttptest
80,63112447,0.0,0.0,7,DoS Slowhttptest
80,63102003,0.0,0.0,7,DoS Slowhttptest
80,63107314,0.0,0.0,7,DoS Slowhttptest
80,63096581,0.0,0.0,7,DoS Slowhttptest
80,63086265,0.0,0.0,7,DoS Slowhttptest
80,63091456,0.0,0.0,7,DoS Slowhttptest
80,63081140,0.0,0.0,7,DoS Slowhttptest
80,104675285,318.1111111,54.70250212,14,DoS Slowhttptest
80,63134274,0.0,0.0,7,DoS Slowhttptest
80,63129015,0.0,0.0,7,DoS Slowhttptest
80,63123827,0.0,0.0,7,DoS Slowhttptest
80,63118694,0.0,0.0,7,DoS Slowhttptest
80,63113492,0.0,0.0,7,DoS Slowhttptest
80,63103138,0.0,0.0,7,DoS Slowhttptest
80,63108331,0.0,0.0,7,DoS Slowhttptest
80,111733608,272.6666667,51.24689073,17,DoS Slowhttptest
80,111728666,272.6666667,51.24915749,17,DoS Slowhttptest
80,119787335,260.2727273,47.80138067,18,DoS Slowhttptest
80,119782158,260.2727273,47.80344665,18,DoS Slowhttptest
80,63117116,0.0,0.0,7,DoS Slowhttptest
80,63111765,0.0,0.0,7,DoS Slowhttptest
80,63106576,0.0,0.0,7,DoS Slowhttptest
80,63121954,0.0,0.0,7,DoS Slowhttptest
80,63149798,0.0,0.0,7,DoS Slowhttptest
80,63160142,0.0,0.0,7,DoS Slowhttptest
80,63154809,0.0,0.0,7,DoS Slowhttptest
80,63101286,0.0,0.0,7,DoS Slowhttptest
80,63144440,0.0,0.0,7,DoS Slowhttptest
80,63123786,0.0,0.0,7,DoS Slowhttptest
80,63113516,0.0,0.0,7,DoS Slowhttptest
80,63118675,0.0,0.0,7,DoS Slowhttptest
80,63134154,0.0,0.0,7,DoS Slowhttptest
80,63128979,0.0,0.0,7,DoS Slowhttptest
80,63108330,0.0,0.0,7,DoS Slowhttptest
80,63098038,0.0,0.0,7,DoS Slowhttptest
80,63103182,0.0,0.0,7,DoS Slowhttptest
80,63093004,0.0,0.0,7,DoS Slowhttptest
80,63087787,0.0,0.0,7,DoS Slowhttptest
80,63082632,0.0,0.0,7,DoS Slowhttptest
80,63140734,0.0,0.0,7,DoS Slowhttptest
80,63135674,0.0,0.0,7,DoS Slowhttptest
80,63130453,0.0,0.0,7,DoS Slowhttptest
80,63125226,0.0,0.0,7,DoS Slowhttptest
80,63120251,0.0,0.0,7,DoS Slowhttptest
80,63114815,0.0,0.0,7,DoS Slowhttptest
80,63109657,0.0,0.0,7,DoS Slowhttptest
80,63104552,0.0,0.0,7,DoS Slowhttptest
80,63163227,0.0,0.0,7,DoS Slowhttptest
80,63158138,0.0,0.0,7,DoS Slowhttptest
80,63152970,0.0,0.0,7,DoS Slowhttptest
80,63147886,0.0,0.0,7,DoS Slowhttptest
80,63142778,0.0,0.0,7,DoS Slowhttptest
80,63137874,0.0,0.0,7,DoS Slowhttptest
80,63127408,0.0,0.0,7,DoS Slowhttptest
80,63132530,0.0,0.0,7,DoS Slowhttptest
80,63122245,0.0,0.0,7,DoS Slowhttptest
80,63117101,0.0,0.0,7,DoS Slowhttptest
80,63106128,0.0,0.0,7,DoS Slowhttptest
80,63111606,0.0,0.0,7,DoS Slowhttptest
80,83427171,247.6190476,62.32981339,18,DoS Slowhttptest
80,83429049,247.6190476,62.32841034,18,DoS Slowhttptest
80,115485445,236.3636364,45.02731924,19,DoS Slowhttptest
80,115480543,236.3636364,45.0292306,19,DoS Slowhttptest
80,107674208,66.625,4.950117673,4,DoS Slowhttptest
80,107669034,66.5,4.941067828,4,DoS Slowhttptest
